agente,f_desde,f_hasta,zona,produccion,cartera,canal
813,03/05/04,05/05/10,Andalucía,9569.06,49938.92,PropiaParticulares
814,01/05/08,05/05/10,Andalucía,2305.95,49855.53,Agente
815,21/04/10,05/05/10,Andalucía,11924.23,49842.01,PropiaParticulares
816,01/04/01,05/05/10,Norte,9690.22,49771.52,Corredor
817,19/06/09,05/05/10,Centro,45954.52,49472.18,PropiaParticulares
818,01/07/03,05/05/10,Galicia,4667.76,49303.54,Oficina
819,19/01/10,05/05/10,Este,26747.78,49257.54,PropiaParticulares
820,25/07/09,05/05/10,Centro,794.2,49199.82,Agente
821,01/12/06,05/05/10,Centro,1942.4,49182.44,PropiaParticulares
822,01/07/07,05/05/10,Canarias,3092.78,48748.68,PropiaParticulares
823,14/06/04,05/05/10,Este,1536.89,48731.45,Corredor
824,01/01/06,05/05/10,Este,29428.85,47970.32,Corredor
825,20/02/10,05/05/10,Este,5599.03,47893.98,Agente
826,01/03/01,05/05/10,Norte,3834.62,47882.44,Oficina
827,01/03/99,05/05/10,Centro,0,47551.61,Agente
828,01/04/05,05/05/10,Este,1480.63,47346.06,Corredor
829,01/10/99,05/05/10,Andalucía,2868.84,47251.55,PropiaParticulares
830,25/02/10,05/05/10,Este,10620.46,47114.87,Corredor
831,15/01/10,05/05/10,Este,7474.46,46783.63,PropiaParticulares
832,06/04/10,05/05/10,Galicia,36686.32,46323.17,PropiaParticulares
833,01/03/08,05/05/10,Andalucía,21044.32,46316.85,Corredor
834,15/01/10,05/05/10,Este,3761.28,46298.04,Corredor
835,15/08/09,05/05/10,Este,37051.64,46243.81,Agente
836,15/01/10,05/05/10,Este,0,46236.01,Agente
837,01/12/07,05/05/10,Galicia,17020.8,46149.36,PropiaParticulares
838,01/06/06,05/05/10,Norte,3966.92,46142.61,Corredor
839,01/06/05,05/05/10,Centro,10708.72,46069.55,Corredor
840,01/03/00,05/05/10,Este,4353.18,45721.54,Corredor
841,01/07/05,05/05/10,Este,5054.01,45187.27,Agente
842,01/01/03,05/05/10,Este,1478.59,45158.68,Corredor
843,03/05/99,05/05/10,Castilla,66.79,45133.42,Agente
844,01/05/01,05/05/10,Galicia,8544.53,44991.32,Oficina
845,06/03/10,05/05/10,Centro,2846.21,44730.55,Corredor
846,01/06/98,05/05/10,Este,5039.63,44662.82,Agente
847,15/10/03,05/05/10,Norte,8349.22,44577.61,Corredor
848,01/08/04,05/05/10,Andalucía,0,44299.17,Agente
849,26/03/10,05/05/10,Centro,5266.55,44239.92,Corredor
850,01/12/04,05/05/10,Centro,14319.82,44001.63,Corredor
851,03/05/00,05/05/10,Este,0,43942.83,Corredor
852,01/06/02,05/05/10,Galicia,4016.87,43817.56,Oficina
853,01/02/00,05/05/10,Centro,1264.83,43621.73,Agente
854,03/05/03,05/05/10,Andalucía,1108.57,43580.89,Corredor
855,01/12/07,05/05/10,Centro,6762.88,43561.33,Corredor
856,01/07/05,05/05/10,Norte,2832.16,43508.35,Oficina
857,04/05/97,05/05/10,Este,466.3,43384.98,Agente
858,01/08/07,05/05/10,Norte,0,42090.64,Agente
859,21/03/00,05/05/10,Andalucía,3635.89,41816.13,Corredor
860,06/03/10,05/05/10,Centro,106.39,41742.49,Corredor
861,01/07/07,05/05/10,Este,0,41597.4,Agente
862,01/06/07,05/05/10,Centro,0,41591.72,Agente
863,07/08/09,05/05/10,Norte,34772.86,41431.22,PropiaParticulares
864,01/01/80,05/05/10,Centro,291.03,41356.58,Corredor
865,01/12/04,05/05/10,Canarias,0,41317.03,Corredor
866,23/07/09,05/05/10,Andalucía,19527.04,41235.97,PropiaParticulares
867,01/04/03,05/05/10,Este,503.1,41190.01,Agente
868,01/12/06,05/05/10,Centro,0,41020.2,Corredor
869,01/07/95,05/05/10,Andalucía,177.06,40967.86,Agente
870,17/12/09,05/05/10,Galicia,2347.78,40918.84,Corredor
871,03/05/00,05/05/10,Este,3757.55,40884.06,Agente
872,07/07/09,05/05/10,Centro,25387.62,40835.91,PropiaParticulares
873,01/07/93,05/05/10,Canarias,1343.96,40830.91,Agente
874,13/04/10,05/05/10,SSCC,40662.11,40751.99,Corredor
875,01/12/00,05/05/10,Norte,0,40696.97,Corredor
876,01/01/96,05/05/10,Centro,244.69,40695.52,Agente
877,13/04/10,05/05/10,SSCC,0,40324.85,Corredor
878,29/12/09,05/05/10,Este,0,40261.98,Corredor
879,18/08/08,05/05/10,Centro,6234.7,40017.67,Corredor
880,01/09/08,05/05/10,Centro,1876.58,39757.33,Corredor
881,01/09/00,05/05/10,Este,463.13,39250.67,Agente
882,01/06/06,05/05/10,Norte,371.06,39169.15,Agente
883,01/06/05,05/05/10,Este,5923.63,39101.49,Oficina
884,01/08/00,05/05/10,Norte,3981.91,39072.89,Corredor
885,16/01/10,05/05/10,Andalucía,32104.94,39062.91,PropiaParticulares
886,08/09/09,05/05/10,Andalucía,24845.34,38968.98,PropiaParticulares
887,16/09/09,05/05/10,Este,6372.87,38949.07,Agente
888,23/06/03,05/05/10,Este,3175.91,38835.85,Agente
889,08/12/09,05/05/10,Este,4848.73,38037.39,Corredor
890,03/02/00,05/05/10,Andalucía,0,38002.82,Agente
891,01/11/04,05/05/10,Este,2827.62,37974.26,Corredor
892,01/04/06,05/05/10,Norte,9949.4,37946.59,Oficina
893,01/02/05,05/05/10,Este,1216.56,37801.9,Corredor
894,10/09/09,05/05/10,Castilla,26464.7,37624.13,PropiaParticulares
895,23/02/10,05/05/10,Centro,33543.32,37518.38,PropiaParticulares
896,01/12/07,05/05/10,Centro,24900.55,37232.62,PropiaParticulares
897,01/03/05,05/05/10,Norte,2097.25,37232.15,Agente
898,01/05/96,05/05/10,Andalucía,900.22,37046.35,Agente
899,01/09/08,05/05/10,Norte,12465.31,36852.1,Agente
900,08/07/09,05/05/10,Centro,6268.21,36837.02,Corredor
901,03/05/00,05/05/10,Este,400.41,36724.38,Corredor
902,01/10/98,05/05/10,Castilla,257.52,36472.44,Corredor
903,01/03/07,05/05/10,Galicia,1257.01,36364.19,Corredor
904,01/09/06,05/05/10,Galicia,4500.3,35988.51,Corredor
905,01/07/00,05/05/10,Este,212.44,35857.3,Corredor
906,14/08/09,05/05/10,Galicia,1852.91,35851.13,Corredor
907,16/09/09,05/05/10,Centro,0,35791,Agente
908,01/04/03,05/05/10,Andalucía,590.76,35778.8,PropiaParticulares
909,19/09/08,05/05/10,Centro,24687.14,35327.91,PropiaParticulares
910,01/10/98,05/05/10,Andalucía,4232.35,35278.19,Agente
911,08/12/09,05/05/10,Este,561.13,35225.3,Corredor
912,01/12/04,05/05/10,Andalucía,501.48,35213.2,Agente
913,31/03/10,05/05/10,Norte,32424.21,35018.11,PropiaParticulares
914,08/12/09,05/05/10,Este,1169.84,34815.06,Corredor
915,01/02/03,05/05/10,Galicia,842.04,34672.86,Corredor
916,01/02/06,05/05/10,Andalucía,0,34625.13,Agente
917,17/09/09,05/05/10,Norte,172.64,34388.59,Agente
918,01/03/99,05/05/10,Castilla,4273.37,34303.94,Corredor
919,07/03/96,05/05/10,Centro,491.39,34223.83,Corredor
920,13/04/10,05/05/10,SSCC,1856.23,34111.8,Corredor
921,15/01/10,05/05/10,Centro,159.57,34103.96,Agente
922,01/09/99,05/05/10,Castilla,475.37,34085.62,Corredor
923,01/10/05,05/05/10,Andalucía,195.75,34061.15,Corredor
924,01/10/04,05/05/10,Este,532.11,33996.88,Agente
925,01/10/03,05/05/10,Este,886.14,33816.54,Corredor
926,01/12/00,05/05/10,Este,0,33763.99,Corredor
927,01/10/98,05/05/10,Centro,0,33754.43,Corredor
928,01/05/96,05/05/10,Este,334.67,33668.34,Agente
929,01/12/00,05/05/10,Andalucía,0,33496.34,Agente
930,01/07/05,05/05/10,Este,546.18,33422.68,Agente
931,12/03/07,05/05/10,Andalucía,25011.22,33373.8,PropiaParticulares
932,01/07/09,05/05/10,Centro,3703.3,33368.02,Corredor
933,01/03/99,05/05/10,Castilla,0,33320.32,Corredor
934,15/01/10,05/05/10,Norte,1939.34,33286,Agente
935,01/06/05,05/05/10,Andalucía,4504.49,33255.42,Agente
936,01/11/99,05/05/10,Este,4118.63,33194.43,Agente
937,16/01/10,05/05/10,Este,6448.17,32960.72,PropiaParticulares
938,07/04/10,05/05/10,Norte,7872.17,32915.45,Agente
939,01/06/05,05/05/10,Canarias,4851.24,32780.21,Corredor
940,14/04/09,05/05/10,Centro,28139.12,32684.62,Corredor
941,14/05/09,05/05/10,Este,283.52,32595.95,Agente
942,01/06/07,05/05/10,Castilla,1391.11,32593.75,Corredor
943,08/04/10,05/05/10,Este,6472.75,32578.81,Corredor
944,01/02/94,05/05/10,Castilla,1885.57,32447.78,Corredor
945,25/03/10,05/05/10,Andalucía,3297.75,32417.1,Agente
946,05/12/09,05/05/10,Andalucía,5205.24,32331.44,PropiaParticulares
947,01/10/95,05/05/10,Este,0,32129.47,Agente
948,01/06/04,05/05/10,Andalucía,0,31946.89,Agente
949,30/01/10,05/05/10,Galicia,445.06,31943.96,Oficina
950,01/07/00,05/05/10,Este,0,31539.33,Corredor
951,28/01/10,05/05/10,Norte,0,31401.01,Corredor
952,01/09/95,05/05/10,Norte,0,31154.06,Agente
953,01/11/03,05/05/10,Este,1297.54,30978.62,Corredor
954,01/03/05,05/05/10,Canarias,151.77,30808.78,Agente
955,01/06/04,05/05/10,Andalucía,0,30743.87,Agente
956,01/12/97,05/05/10,Norte,4800.6,30644.43,Corredor
957,16/12/09,05/05/10,Este,2500.08,30628.25,Corredor
958,15/01/10,05/05/10,Este,7157.03,30617.04,Corredor
959,03/02/10,05/05/10,Centro,3964.96,30498.6,Corredor
960,07/07/07,05/05/10,Andalucía,11558.04,30429.18,PropiaParticulares
961,15/03/08,05/05/10,Andalucía,16319.34,30268.61,PropiaParticulares
962,01/01/03,05/05/10,Centro,3276.06,30032.12,Corredor
963,01/07/05,05/05/10,Centro,4187.58,30013.43,Corredor
964,01/03/01,05/05/10,Norte,725.38,29809.42,Corredor
965,01/09/05,05/05/10,Centro,6308.66,29683.61,Agente
966,02/03/10,05/05/10,Norte,6983.8,29302.71,Oficina
967,01/07/99,05/05/10,Castilla,1883.2,29280.9,Agente
968,01/01/97,05/05/10,Este,2704.58,29222.68,Corredor
969,01/01/01,05/05/10,Andalucía,4386.64,29057.62,Agente
970,01/06/07,05/05/10,Centro,5948.13,28881.54,Agente
971,11/07/09,05/05/10,Este,20891.37,28841.38,PropiaParticulares
972,16/01/10,05/05/10,Este,3255.9,28797.95,Agente
973,01/11/08,05/05/10,Galicia,2844.03,28738.96,Agente
974,01/01/06,05/05/10,Centro,0,28732.79,Agente
975,30/12/09,05/05/10,Este,11199.99,28701.98,Corredor
976,19/02/10,05/05/10,Este,5146.7,28684.07,Corredor
977,14/06/04,05/05/10,Andalucía,17427.41,28681.73,Corredor
978,03/07/09,05/05/10,Norte,21721.38,28680.35,PropiaEmpresas
979,22/08/05,05/05/10,Centro,535.54,28646.41,Corredor
980,01/12/07,05/05/10,Norte,3303.19,27776.59,Agente
981,01/05/96,05/05/10,Andalucía,0,27654.08,Agente
982,16/01/10,05/05/10,Este,3483.66,27614.71,Corredor
983,01/08/04,05/05/10,Este,0,27602.61,Agente
984,01/06/07,05/05/10,Andalucía,1095.46,27429.31,Agente
985,01/02/04,05/05/10,Andalucía,6378.38,27387.69,Corredor
986,02/03/10,05/05/10,Centro,19505.17,27367.41,PropiaParticulares
987,30/07/09,05/05/10,Este,841.45,27156.11,Agente
988,01/03/05,05/05/10,Norte,0,27110.96,Agente
989,25/03/93,05/05/10,Castilla,1785.73,26959.15,Corredor
990,16/05/09,05/05/10,Este,20411.54,26897.69,PropiaParticulares
991,01/06/07,05/05/10,Andalucía,683.06,26894.77,PropiaParticulares
992,01/06/06,05/05/10,Galicia,4469.61,26826.93,Corredor
993,01/03/00,05/05/10,Norte,5173.16,26798.71,Corredor
994,01/02/97,05/05/10,Norte,0,26759.18,Corredor
995,07/02/07,05/05/10,Castilla,2631.75,26717.88,Agente
996,01/12/01,05/05/10,Norte,363.72,26710.6,Corredor
997,01/12/07,05/05/10,Galicia,809.43,26682.68,Corredor
998,01/07/07,05/05/10,Centro,13063.96,26648.36,Corredor
999,09/02/10,05/05/10,Andalucía,3625.57,26526.99,Agente
1000,07/07/07,05/05/10,Andalucía,405.2,26485.64,Agente
1001,24/09/09,05/05/10,Este,4212.96,26419.06,Agente
1002,24/12/09,05/05/10,Este,8485.05,26282.58,Corredor
1003,15/01/10,05/05/10,Este,21815.83,26192.44,PropiaParticulares
1004,01/06/05,05/05/10,Canarias,3929.97,26134.18,Corredor
1005,01/04/04,05/05/10,Norte,1116.02,25897.16,Agente
1006,30/11/98,05/05/10,Andalucía,1785.88,25847.26,Corredor
1007,19/04/95,05/05/10,Andalucía,4648.42,25764,Corredor
1008,01/03/01,05/05/10,Norte,422.86,25701.87,Corredor
1009,03/05/01,05/05/10,Este,1678.19,25660.09,Corredor
1010,01/01/80,05/05/10,Centro,4056.35,25546.51,Corredor
1011,01/08/04,05/05/10,Centro,271.24,25423.16,Agente
1012,01/01/86,05/05/10,Centro,326.07,25333.57,Corredor
1013,16/01/10,05/05/10,SSCC,25317.05,25317.05,Corredor
1014,01/03/96,05/05/10,Canarias,0,25191,Corredor
1015,15/01/10,05/05/10,Centro,2623.38,25155.61,Corredor
1016,07/04/10,05/05/10,Norte,201.19,25015.91,Agente
1017,27/11/98,05/05/10,Andalucía,1627.92,24956.82,Agente
1018,14/06/04,05/05/10,Este,5201.71,24679.16,Corredor
1019,15/01/10,05/05/10,Este,6595.37,24638.46,Agente
1020,05/05/03,05/05/10,Este,5954.18,24517.35,Oficina
1021,01/09/05,05/05/10,Centro,5381.38,24363.42,Corredor
1022,01/12/07,05/05/10,Andalucía,240.52,24328.6,Agente
1023,01/07/01,05/05/10,Norte,1623.03,24252.7,Corredor
1024,01/01/06,05/05/10,Este,10407.31,24250.44,Corredor
1025,01/09/03,05/05/10,Centro,397.31,24192.89,Corredor
1026,01/06/98,05/05/10,Este,1591.61,24179.54,Corredor
1027,01/05/05,05/05/10,Este,5093.57,24007.88,Agente
1028,07/07/07,05/05/10,Andalucía,1927.52,23926.62,Corredor
1029,01/03/00,05/05/10,Galicia,357.61,23923.89,Corredor
1030,01/12/04,05/05/10,Norte,1333.96,23819.12,Corredor
1031,20/01/08,05/05/10,Galicia,5809.5,23800.67,Corredor
1032,20/11/09,05/05/10,Centro,23713.65,23735.69,Corredor
1033,16/01/10,05/05/10,Este,22316.78,23527.07,PropiaParticulares
1034,17/02/10,05/05/10,Centro,614.56,23432.13,Agente
1035,10/09/09,05/05/10,Este,14585.82,23406.59,PropiaParticulares
1036,27/11/98,05/05/10,Andalucía,3724.37,23335.68,Agente
1037,01/04/04,05/05/10,Galicia,2534.8,23284.03,Corredor
1038,18/08/09,05/05/10,Centro,19591.96,23102.35,PropiaParticulares
1039,16/05/09,05/05/10,Este,341.43,23045.38,Corredor
1040,01/02/03,05/05/10,Centro,0,23041.96,Agente
1041,09/02/10,05/05/10,Norte,0,22916.16,Corredor
1042,01/12/03,05/05/10,Este,986.4,22851.01,Agente
1043,01/06/07,05/05/10,Castilla,4202.5,22829.26,Agente
1044,15/12/09,05/05/10,Este,0,22825.48,Agente
1045,13/03/10,05/05/10,Centro,0,22577.01,Corredor
1046,15/05/96,05/05/10,Andalucía,9377.96,22480.61,Corredor
1047,01/02/02,05/05/10,Este,2858.14,22455.52,Agente
1048,30/07/09,05/05/10,Andalucía,419.26,22375.06,Corredor
1049,06/03/10,05/05/10,Castilla,3789.94,22180.02,Corredor
1050,11/12/09,05/05/10,Este,0,22147.61,Agente
1051,01/03/04,05/05/10,Este,3926.99,22120.95,Agente
1052,16/05/09,05/05/10,Este,0,22104.58,Agente
1053,01/03/01,05/05/10,Este,0,22044.57,Agente
1054,01/07/00,05/05/10,Castilla,3342.41,21992.79,Corredor
1055,04/06/09,05/05/10,Norte,4160.87,21969.34,Oficina
1056,15/01/10,05/05/10,Norte,20526.1,21967.16,PropiaParticulares
1057,01/03/00,05/05/10,Galicia,2873.45,21936.79,Corredor
1058,01/11/99,05/05/10,Castilla,0,21889.61,Agente
1059,16/09/09,05/05/10,Centro,835.62,21861.48,Corredor
1060,01/01/05,05/05/10,Norte,0,21725.53,Agente
1061,01/12/99,05/05/10,Este,678.01,21671.29,Corredor
1062,01/03/01,05/05/10,Este,9076.68,21476.29,Corredor
1063,01/07/00,05/05/10,Este,2830.19,21459.82,Corredor
1064,07/08/09,05/05/10,Norte,20057.95,21189.06,PropiaParticulares
1065,08/12/09,05/05/10,Centro,17418.1,21150.62,PropiaParticulares
1066,15/03/07,05/05/10,Este,10564.95,21053.86,Corredor
1067,10/09/09,05/05/10,Este,18589.28,20969.34,PropiaParticulares
1068,07/04/10,05/05/10,Norte,1059.94,20749.28,Corredor
1069,12/07/04,05/05/10,Centro,1169.68,20636.82,Corredor
1070,01/10/99,05/05/10,Galicia,1653.73,20598.93,Oficina
1071,08/12/09,05/05/10,Andalucía,0,20592.26,Agente
1072,24/03/10,05/05/10,Centro,457.78,20380.76,Corredor
1073,15/01/10,05/05/10,Castilla,6327.44,20351.55,Agente
1074,03/05/02,05/05/10,Este,0,20245.32,Corredor
1075,03/02/10,05/05/10,Norte,2265.92,20224.15,PropiaParticulares
1076,15/03/04,05/05/10,Andalucía,377.55,20058.33,Agente
1077,01/06/98,05/05/10,Este,0,20054,Corredor
1078,01/04/00,05/05/10,Este,0,19996.28,Agente
1079,01/10/07,05/05/10,Este,0,19945.99,Corredor
1080,01/03/07,05/05/10,Este,0,19764.3,Agente
1081,15/01/10,05/05/10,Centro,1662.19,19707.52,Corredor
1082,11/12/09,05/05/10,Este,0,19697.4,Agente
1083,01/11/02,05/05/10,Galicia,775.92,19570.99,Agente
1084,01/08/05,05/05/10,Andalucía,407.84,19482.04,Corredor
1085,03/05/07,05/05/10,Este,2980.72,19386.83,Agente
1086,27/05/02,05/05/10,Canarias,761.47,19251.66,Corredor
1087,01/02/00,05/05/10,Andalucía,0,19095.76,Corredor
1088,01/01/00,05/05/10,Este,424.86,18984.46,Corredor
1089,01/06/05,05/05/10,Norte,1299.64,18946.35,Oficina
1090,22/05/09,05/05/10,Andalucía,470.4,18837.8,Agente
1091,01/07/99,05/05/10,Este,6272.52,18716.15,Corredor
1092,18/11/98,05/05/10,Centro,0,18667.48,Corredor
1093,01/08/05,05/05/10,Este,1488.72,18504.39,Agente
1094,01/09/95,05/05/10,Castilla,2217.82,18405.7,Corredor
1095,01/06/07,05/05/10,Este,2101.22,18331.84,Corredor
1096,01/05/96,05/05/10,Este,495.3,18236.03,Agente
1097,01/03/00,05/05/10,Este,2939.05,18017.41,Corredor
1098,01/08/01,05/05/10,Este,50.36,17983.79,Agente
1099,01/07/00,05/05/10,Este,9421.37,17914.31,Agente
1100,07/04/10,05/05/10,Norte,4858.22,17878.25,Agente
1101,03/12/09,05/05/10,Centro,12921.48,17615.33,PropiaParticulares
1102,21/07/09,05/05/10,Este,2178.86,17550.42,Agente
1103,01/08/06,05/05/10,Norte,0,17539.88,Agente
1104,10/04/10,05/05/10,Andalucía,2697.49,17539.27,Agente
1105,21/04/10,05/05/10,Norte,410.82,17525.72,Corredor
1106,01/01/80,05/05/10,Este,0,17498.12,Agente
1107,01/01/80,05/05/10,Centro,0,17454.38,Corredor
1108,01/07/99,05/05/10,Este,2427.7,17350.73,Corredor
1109,01/01/99,05/05/10,Centro,822.6,17329.83,Corredor
1110,21/07/09,05/05/10,Este,0,17216.55,Corredor
1111,08/12/09,05/05/10,Este,17108.16,17215.8,PropiaParticulares
1112,03/05/00,05/05/10,Este,79.52,17187.53,Agente
1113,31/03/10,05/05/10,Centro,15393.27,17125.85,PropiaParticulares
1114,16/05/09,05/05/10,Centro,0,17020.39,Corredor
1115,01/02/06,05/05/10,Este,389.28,16924.28,Corredor
1116,01/07/07,05/05/10,Este,597,16892.23,Agente
1117,01/11/01,05/05/10,Castilla,270.34,16884.57,Agente
1118,18/09/09,05/05/10,Castilla,0,16877.59,Corredor
1119,03/05/00,05/05/10,Este,1193.84,16850.52,Corredor
1120,01/08/01,05/05/10,Este,3221.02,16779.69,Corredor
1121,15/01/10,05/05/10,Centro,361.2,16678.47,Corredor
1122,01/11/08,05/05/10,Este,329.64,16656.62,Corredor
1123,03/03/10,05/05/10,Centro,4199.79,16635.29,Agente
1124,03/05/00,05/05/10,Este,829.41,16577.62,Corredor
1125,16/01/10,05/05/10,Andalucía,9937.97,16570.41,PropiaEmpresas
1126,15/01/10,05/05/10,Centro,0,16487.52,Corredor
1127,01/02/01,05/05/10,Castilla,3412.68,16479.06,Corredor
1128,16/01/10,05/05/10,Este,6387.88,16391.74,PropiaParticulares
1129,01/05/92,05/05/10,Centro,732.05,16360.32,Corredor
1130,01/12/02,05/05/10,Norte,11884.01,16323.39,Corredor
1131,17/09/09,05/05/10,Andalucía,1577.89,16296.66,Corredor
1132,05/03/10,05/05/10,Centro,14106.38,16262.08,PropiaParticulares
1133,01/11/94,05/05/10,Andalucía,0,16197.24,Corredor
1134,01/12/04,05/05/10,Norte,295.33,16148.58,Corredor
1135,01/05/96,05/05/10,Andalucía,0,16072.53,Agente
1136,23/01/10,05/05/10,Centro,0,15868.22,Corredor
1137,08/08/09,05/05/10,Norte,0,15845.1,Agente
1138,17/04/98,05/05/10,Centro,0,15844.52,Corredor
1139,01/06/07,05/05/10,Galicia,708.3,15802.57,Agente
1140,21/04/10,05/05/10,Andalucía,10827.89,15790.57,PropiaParticulares
1141,26/03/07,05/05/10,Este,0,15777.16,Corredor
1142,01/06/99,05/05/10,Este,0,15749.86,Corredor
1143,01/03/99,05/05/10,Canarias,159.17,15741.31,Agente
1144,15/10/09,05/05/10,Andalucía,2755.95,15681.64,Corredor
1145,01/08/08,05/05/10,Norte,2264.18,15646.09,Corredor
1146,01/10/04,05/05/10,Centro,0,15624.8,Corredor
1147,15/01/10,05/05/10,Este,963.84,15595.78,Corredor
1148,15/01/10,05/05/10,Galicia,2552.58,15413.27,Agente
1149,14/01/99,05/05/10,Este,107.08,15408.22,Corredor
1150,01/03/05,05/05/10,Este,0,15401.41,Corredor
1151,15/06/06,05/05/10,Norte,808.76,15387.98,Corredor
1152,15/01/10,05/05/10,Centro,6202.53,15228.81,Agente
1153,23/02/10,05/05/10,Centro,10045.3,15220.85,PropiaParticulares
1154,01/09/99,05/05/10,Este,4417.88,15139.9,Corredor
1155,07/04/10,05/05/10,Norte,0,15133.24,Corredor
1156,01/10/03,05/05/10,Este,1808.78,15109.4,Corredor
1157,22/05/09,05/05/10,Galicia,13674.89,15088,PropiaParticulares
1158,07/04/10,05/05/10,Norte,2281.99,15079.49,Corredor
1159,16/09/09,05/05/10,Andalucía,1189.58,15038.25,Agente
1160,18/07/09,05/05/10,Andalucía,1541.82,15020.03,Corredor
1161,01/03/01,05/05/10,Galicia,0,14998.23,Agente
1162,15/03/04,05/05/10,Centro,447.94,14946.26,Corredor
1163,01/12/05,05/05/10,Este,1767.29,14929.53,Corredor
1164,01/02/93,05/05/10,Centro,869.89,14919.62,Corredor
1165,07/04/10,05/05/10,Norte,3002.99,14881.25,Corredor
1166,16/11/05,05/05/10,Centro,1174.86,14878.43,Corredor
1167,15/10/98,05/05/10,Centro,0,14838.75,Corredor
1168,01/01/80,05/05/10,Este,434.8,14827.3,Agente
1169,01/02/08,05/05/10,Este,517.11,14761.36,Agente
1170,22/05/09,05/05/10,Canarias,1646.48,14720.05,Corredor
1171,01/12/99,05/05/10,Este,2622.73,14695.9,Corredor
1172,01/06/98,05/05/10,Este,517.44,14659.92,Oficina
1173,14/05/07,05/05/10,Andalucía,0,14653.66,Agente
1174,29/12/09,05/05/10,Este,2734.88,14621.92,Corredor
1175,03/05/07,05/05/10,Galicia,444.5,14614.76,Agente
1176,25/07/09,05/05/10,Canarias,269.62,14612.91,Agente
1177,23/05/09,05/05/10,Centro,312.76,14502.4,Corredor
1178,01/07/08,05/05/10,Centro,0,14470.83,Corredor
1179,21/04/10,05/05/10,Andalucía,10730.48,14455.6,PropiaParticulares
1180,24/12/09,05/05/10,Centro,13615.61,14449.81,PropiaParticulares
1181,10/02/10,05/05/10,Castilla,0,14419.65,Agente
1182,07/04/10,05/05/10,Norte,7242.67,14314.12,Corredor
1183,10/09/09,05/05/10,Castilla,11648.29,14311.07,PropiaParticulares
1184,15/09/09,05/05/10,Canarias,8768.13,14242.59,Agente
1185,01/06/05,05/05/10,Este,327.96,14237.75,Agente
1186,08/10/09,05/05/10,Este,0,14167.79,Agente
1187,03/10/08,05/05/10,Centro,781.88,14136.43,Agente
1188,10/09/09,05/05/10,Este,9953.79,14126.58,PropiaParticulares
1189,03/05/00,05/05/10,Este,2441.88,14099.7,Agente
1190,16/12/09,05/05/10,Andalucía,0,14084.23,Corredor
1191,01/07/00,05/05/10,Este,0,14080.58,Agente
1192,03/05/00,05/05/10,Este,0,13968.93,Agente
1193,01/12/06,05/05/10,Galicia,530.44,13848.8,Corredor
1194,12/02/10,05/05/10,Centro,377.64,13823.03,Corredor
1195,16/05/09,05/05/10,Este,2707.98,13790.36,Corredor
1196,03/05/00,05/05/10,Norte,341.11,13695.63,Agente
1197,30/07/09,05/05/10,Andalucía,455.3,13674.75,Corredor
1198,01/02/00,05/05/10,Este,0,13616.15,Corredor
1199,01/07/98,05/05/10,Este,0,13489.88,Agente
1200,16/01/10,05/05/10,Este,11017.44,13483.66,PropiaParticulares
1201,27/11/98,05/05/10,Andalucía,0,13425.87,Agente
1202,07/05/09,05/05/10,Norte,0,13405.18,Corredor
1203,01/06/98,05/05/10,Este,0,13389.44,Corredor
1204,01/04/03,05/05/10,Este,432.63,13367.73,Corredor
1205,01/06/06,05/05/10,Norte,4211.64,13330.56,Corredor
1206,06/08/09,05/05/10,Centro,0,13328.65,Corredor
1207,01/07/00,05/05/10,Este,0,13311.87,Agente
1208,01/03/04,05/05/10,Centro,405.38,13279.61,Agente
1209,20/02/10,05/05/10,Centro,12789.49,13156.44,PropiaParticulares
1210,01/11/99,05/05/10,Este,79.57,13126.69,Agente
1211,08/12/09,05/05/10,Andalucía,0,13079.76,Corredor
1212,01/10/06,05/05/10,Andalucía,0,12985.42,Agente
1213,03/05/02,05/05/10,Galicia,440.58,12954,Corredor
1214,01/04/04,05/05/10,Centro,475.03,12937.34,Corredor
1215,22/05/09,05/05/10,Andalucía,0,12900.48,Corredor
1216,21/01/10,05/05/10,Centro,226.19,12819.52,Corredor
1217,08/04/10,05/05/10,Castilla,3538.1,12817,Corredor
1218,01/10/03,05/05/10,Este,4774.61,12773.76,Agente
1219,01/06/07,05/05/10,Andalucía,2829.88,12756.54,PropiaParticulares
1220,08/12/09,05/05/10,Este,0,12731.4,Corredor
1221,20/02/10,05/05/10,Este,0,12693.6,Corredor
1222,01/03/05,05/05/10,Este,0,12637.43,Corredor
1223,01/12/96,05/05/10,Centro,300.18,12610.85,Agente
1224,15/01/10,05/05/10,Galicia,12509.55,12584.05,PropiaParticulares
1225,25/07/09,05/05/10,Centro,0,12519.79,Agente
1226,01/12/03,05/05/10,Este,2583.87,12510.04,Agente
1227,01/06/98,05/05/10,Este,0,12410.47,Agente
1228,02/10/09,05/05/10,Centro,8709.25,12392.23,PropiaParticulares
1229,21/01/10,05/05/10,Canarias,716.23,12366.53,Corredor
1230,18/07/09,05/05/10,Centro,0,12354.36,Corredor
1231,01/12/07,05/05/10,Este,584.55,12321.16,Agente
1232,15/01/10,05/05/10,Este,0,12293.44,Corredor
1233,01/07/07,05/05/10,Norte,0,12275.33,Corredor
1234,15/01/10,05/05/10,Andalucía,568.91,12207.46,Agente
1235,15/01/10,05/05/10,Centro,9790.96,12187.59,PropiaParticulares
